TILE, ULC_X, ULC_Y, LRC_X, LRC_Y, LL_ULC_X, LL_ULC_Y, LL_URC_X, LL_URC_Y, LL_LLC_X, LL_LLC_Y, LL_LRC_X, LL_LRC_Y
h00v08, -20015109.354, 1111950.520, -18903158.834, 0.000, 177d13'23.56"E, 10d 0'0.00"N, 172d37'21.09"W, 10d 0'0.00"N, 180d 0'0.00"W, 0d 0'0.01"N, 170d 0'0.00"W, 0d 0'0.01"N
h00v09, -20015109.354, 0.000, -18903158.834, -1111950.520, 180d 0'0.00"W, 0d 0'0.01"N, 170d 0'0.00"W, 0d 0'0.01"N, 177d13'23.56"E, 10d 0'0.00"S, 172d37'21.09"W, 10d 0'0.00"S
h00v10, -20015109.354, -1111950.520, -18903158.834, -2223901.039, 177d13'23.56"E, 10d 0'0.00"S, 172d37'21.09"W, 10d 0'0.00"S, 168d26'52.80"E, 20d 0'0.00"S, 179d 5'23.20"E, 20d 0'0.00"S
h01v07, -18903158.834, 2223901.039, -17791208.315, 1111950.520, 179d 5'23.20"E, 20d 0'0.00"N, 170d16'6.40"W, 20d 0'0.00"N, 172d37'21.09"W, 10d 0'0.00"N, 162d28'5.73"W, 10d 0'0.00"N
h01v08, -18903158.834, 1111950.520, -17791208.315, 0.000, 172d37'21.09"W, 10d 0'0.00"N, 162d28'5.73"W, 10d 0'0.00"N, 170d 0'0.00"W, 0d 0'0.01"N, 160d 0'0.00"W, 0d 0'0.01"N
h01v09, -18903158.834, 0.000, -17791208.315, -1111950.520, 170d 0'0.00"W, 0d 0'0.01"N, 160d 0'0.00"W, 0d 0'0.01"N, 172d37'21.09"W, 10d 0'0.00"S, 162d28'5.73"W, 10d 0'0.00"S
h01v10, -18903158.834, -1111950.520, -17791208.315, -2223901.039, 172d37'21.09"W, 10d 0'0.00"S, 162d28'5.73"W, 10d 0'0.00"S, 179d 5'23.20"E, 20d 0'0.00"S, 170d16'6.40"W, 20d 0'0.00"S
h01v11, -18903158.834, -2223901.039, -17791208.315, -3335851.559, 179d 5'23.20"E, 20d 0'0.00"S, 170d16'6.40"W, 20d 0'0.00"S, 163d42'3.27"E, 30d 0'0.00"S, 175d14'52.49"E, 30d 0'0.00"S
h02v06, -17791208.315, 3335851.559, -16679257.795, 2223901.039, 175d14'52.49"E, 30d 0'0.00"N, 173d12'18.29"W, 30d 0'0.00"N, 170d16'6.40"W, 20d 0'0.00"N, 159d37'36.00"W, 20d 0'0.00"N
h02v08, -17791208.315, 1111950.520, -16679257.795, 0.000, 162d28'5.73"W, 10d 0'0.00"N, 152d18'50.37"W, 10d 0'0.00"N, 160d 0'0.00"W, 0d 0'0.01"N, 150d 0'0.00"W, 0d 0'0.01"N
h02v09, -17791208.315, 0.000, -16679257.795, -1111950.520, 160d 0'0.00"W, 0d 0'0.01"N, 150d 0'0.00"W, 0d 0'0.01"N, 162d28'5.73"W, 10d 0'0.00"S, 152d18'50.37"W, 10d 0'0.00"S
h02v10, -17791208.315, -1111950.520, -16679257.795, -2223901.039, 162d28'5.73"W, 10d 0'0.00"S, 152d18'50.37"W, 10d 0'0.00"S, 170d16'6.40"W, 20d 0'0.00"S, 159d37'36.00"W, 20d 0'0.00"S
h02v11, -17791208.315, -2223901.039, -16679257.795, -3335851.559, 170d16'6.40"W, 20d 0'0.00"S, 159d37'36.00"W, 20d 0'0.00"S, 175d14'52.49"E, 30d 0'0.00"S, 173d12'18.29"W, 30d 0'0.00"S
h03v05, -16679257.795, 4447802.079, -15567307.275, 3335851.559, 164d11'20.06"E, 40d 0'0.00"N, 177d14'34.73"E, 40d 0'0.00"N, 173d12'18.29"W, 30d 0'0.00"N, 161d39'29.07"W, 30d 0'0.00"N
h03v06, -16679257.795, 3335851.559, -15567307.275, 2223901.039, 173d12'18.29"W, 30d 0'0.00"N, 161d39'29.07"W, 30d 0'0.00"N, 159d37'36.00"W, 20d 0'0.00"N, 148d59'5.60"W, 20d 0'0.00"N
h03v07, -16679257.795, 2223901.039, -15567307.275, 1111950.520, 159d37'36.00"W, 20d 0'0.00"N, 148d59'5.60"W, 20d 0'0.00"N, 152d18'50.37"W, 10d 0'0.00"N, 142d 9'35.01"W, 10d 0'0.00"N
h03v08, -16679257.795, 1111950.520, -15567307.275, 0.000, 152d18'50.37"W, 10d 0'0.00"N, 142d 9'35.01"W, 10d 0'0.00"N, 150d 0'0.00"W, 0d 0'0.01"N, 140d 0'0.00"W, 0d 0'0.01"N
h03v09, -16679257.795, 0.000, -15567307.275, -1111950.520, 150d 0'0.00"W, 0d 0'0.01"N, 140d 0'0.00"W, 0d 0'0.01"N, 152d18'50.37"W, 10d 0'0.00"S, 142d 9'35.01"W, 10d 0'0.00"S
h03v10, -16679257.795, -1111950.520, -15567307.275, -2223901.039, 152d18'50.37"W, 10d 0'0.00"S, 142d 9'35.01"W, 10d 0'0.00"S, 159d37'36.00"W, 20d 0'0.00"S, 148d59'5.60"W, 20d 0'0.00"S
h03v11, -16679257.795, -2223901.039, -15567307.275, -3335851.559, 159d37'36.00"W, 20d 0'0.00"S, 148d59'5.60"W, 20d 0'0.00"S, 173d12'18.29"W, 30d 0'0.00"S, 161d39'29.07"W, 30d 0'0.00"S
h04v05, -15567307.275, 4447802.079, -14455356.756, 3335851.559, 177d14'34.73"E, 40d 0'0.00"N, 169d42'10.61"W, 40d 0'0.00"N, 161d39'29.07"W, 30d 0'0.00"N, 150d 6'39.85"W, 30d 0'0.00"N
h04v09, -15567307.275, 0.000, -14455356.756, -1111950.520, 140d 0'0.00"W, 0d 0'0.01"N, 130d 0'0.00"W, 0d 0'0.01"N, 142d 9'35.01"W, 10d 0'0.00"S, 132d 0'19.65"W, 10d 0'0.00"S
h04v10, -15567307.275, -1111950.520, -14455356.756, -2223901.039, 142d 9'35.01"W, 10d 0'0.00"S, 132d 0'19.65"W, 10d 0'0.00"S, 148d59'5.60"W, 20d 0'0.00"S, 138d20'35.20"W, 20d 0'0.00"S
h04v11, -15567307.275, -2223901.039, -14455356.756, -3335851.559, 148d59'5.60"W, 20d 0'0.00"S, 138d20'35.20"W, 20d 0'0.00"S, 161d39'29.07"W, 30d 0'0.00"S, 150d 6'39.85"W, 30d 0'0.00"S
h05v10, -14455356.756, -1111950.520, -13343406.236, -2223901.039, 132d 0'19.65"W, 10d 0'0.00"S, 121d51'4.30"W, 10d 0'0.00"S, 138d20'35.20"W, 20d 0'0.00"S, 127d42'4.80"W, 20d 0'0.00"S
h05v11, -14455356.756, -2223901.039, -13343406.236, -3335851.559, 138d20'35.20"W, 20d 0'0.00"S, 127d42'4.80"W, 20d 0'0.00"S, 150d 6'39.85"W, 30d 0'0.00"S, 138d33'50.63"W, 30d 0'0.00"S
h05v13, -14455356.756, -4447802.079, -13343406.236, -5559752.598, 169d42'10.61"W, 40d 0'0.00"S, 156d38'55.95"W, 40d 0'0.00"S, 157d45'21.25"E, 50d 0'0.00"S, 173d18'47.31"E, 50d 0'0.00"S
h06v03, -13343406.236, 6671703.118, -12231455.716, 5559752.598, 120d 0'0.00"E, 60d 0'0.00"N, 140d 0'0.00"E, 60d 0'0.00"N, 173d18'47.31"E, 50d 0'0.00"N, 171d 7'46.64"W, 50d 0'0.00"N
h06v11, -13343406.236, -2223901.039, -12231455.716, -3335851.559, 127d42'4.80"W, 20d 0'0.00"S, 117d 3'34.40"W, 20d 0'0.00"S, 138d33'50.63"W, 30d 0'0.00"S, 127d 1'1.41"W, 30d 0'0.00"S
h07v03, -12231455.716, 6671703.118, -11119505.197, 5559752.598, 180d 0'0.00"W, 60d 0'0.00"N, 180d 0'0.00"W, 60d 0'0.00"N, 171d 7'46.64"W, 50d 0'0.00"N, 155d34'20.58"W, 50d 0'0.00"N
h07v05, -12231455.716, 4447802.079, -11119505.197, 3335851.559, 143d35'41.29"W, 40d 0'0.00"N, 130d32'26.62"W, 40d 0'0.00"N, 127d 1'1.41"W, 30d 0'0.00"N, 115d28'12.19"W, 30d 0'0.00"N
h07v06, -12231455.716, 3335851.559, -11119505.197, 2223901.039, 127d 1'1.41"W, 30d 0'0.00"N, 115d28'12.19"W, 30d 0'0.00"N, 117d 3'34.40"W, 20d 0'0.00"N, 106d25'4.00"W, 20d 0'0.00"N
h07v07, -12231455.716, 2223901.039, -11119505.197, 1111950.520, 117d 3'34.40"W, 20d 0'0.00"N, 106d25'4.00"W, 20d 0'0.00"N, 111d41'48.94"W, 10d 0'0.00"N, 101d32'33.58"W, 10d 0'0.00"N
h08v03, -11119505.197, 6671703.118, -10007554.677, 5559752.598, 180d 0'0.00"W, 60d 0'0.00"N, 180d 0'0.00"W, 60d 0'0.00"N, 155d34'20.58"W, 50d 0'0.00"N, 140d 0'54.52"W, 50d 0'0.00"N
h08v04, -11119505.197, 5559752.598, -10007554.677, 4447802.079, 155d34'20.58"W, 50d 0'0.00"N, 140d 0'54.52"W, 50d 0'0.00"N, 130d32'26.62"W, 40d 0'0.00"N, 117d29'11.96"W, 40d 0'0.00"N
h08v05, -11119505.197, 4447802.079, -10007554.677, 3335851.559, 130d32'26.62"W, 40d 0'0.00"N, 117d29'11.96"W, 40d 0'0.00"N, 115d28'12.19"W, 30d 0'0.00"N, 103d55'22.97"W, 30d 0'0.00"N
h08v06, -11119505.197, 3335851.559, -10007554.677, 2223901.039, 115d28'12.19"W, 30d 0'0.00"N, 103d55'22.97"W, 30d 0'0.00"N, 106d25'4.00"W, 20d 0'0.00"N, 95d46'33.60"W, 20d 0'0.00"N
h08v07, -11119505.197, 2223901.039, -10007554.677, 1111950.520, 106d25'4.00"W, 20d 0'0.00"N, 95d46'33.60"W, 20d 0'0.00"N, 101d32'33.58"W, 10d 0'0.00"N, 91d23'18.22"W, 10d 0'0.00"N
h08v08, -11119505.197, 1111950.520, -10007554.677, 0.000, 101d32'33.58"W, 10d 0'0.00"N, 91d23'18.22"W, 10d 0'0.00"N, 100d 0'0.00"W, 0d 0'0.01"N, 90d 0'0.00"W, 0d 0'0.01"N
h08v09, -11119505.197, 0.000, -10007554.677, -1111950.520, 100d 0'0.00"W, 0d 0'0.01"N, 90d 0'0.00"W, 0d 0'0.01"N, 101d32'33.58"W, 10d 0'0.00"S, 91d23'18.22"W, 10d 0'0.00"S
h08v11, -11119505.197, -2223901.039, -10007554.677, -3335851.559, 106d25'4.00"W, 20d 0'0.00"S, 95d46'33.60"W, 20d 0'0.00"S, 115d28'12.19"W, 30d 0'0.00"S, 103d55'22.97"W, 30d 0'0.00"S
h09v02, -10007554.677, 7783653.638, -8895604.157, 6671703.118, 96d51'27.37"E, 70d 0'0.00"N, 126d 5'44.33"E, 70d 0'0.00"N, 180d 0'0.00"W, 60d 0'0.00"N, 160d 0'0.00"W, 60d 0'0.00"N
h09v03, -10007554.677, 6671703.118, -8895604.157, 5559752.598, 180d 0'0.00"W, 60d 0'0.00"N, 160d 0'0.00"W, 60d 0'0.00"N, 140d 0'54.52"W, 50d 0'0.00"N, 124d27'28.46"W, 50d 0'0.00"N
h09v04, -10007554.677, 5559752.598, -8895604.157, 4447802.079, 140d 0'54.52"W, 50d 0'0.00"N, 124d27'28.46"W, 50d 0'0.00"N, 117d29'11.96"W, 40d 0'0.00"N, 104d25'57.30"W, 40d 0'0.00"N
h09v05, -10007554.677, 4447802.079, -8895604.157, 3335851.559, 117d29'11.96"W, 40d 0'0.00"N, 104d25'57.30"W, 40d 0'0.00"N, 103d55'22.97"W, 30d 0'0.00"N, 92d22'33.76"W, 30d 0'0.00"N
h09v06, -10007554.677, 3335851.559, -8895604.157, 2223901.039, 103d55'22.97"W, 30d 0'0.00"N, 92d22'33.76"W, 30d 0'0.00"N, 95d46'33.60"W, 20d 0'0.00"N, 85d 8'3.20"W, 20d 0'0.00"N
h09v07, -10007554.677, 2223901.039, -8895604.157, 1111950.520, 95d46'33.60"W, 20d 0'0.00"N, 85d 8'3.20"W, 20d 0'0.00"N, 91d23'18.22"W, 10d 0'0.00"N, 81d14'2.86"W, 10d 0'0.00"N
h09v08, -10007554.677, 1111950.520, -8895604.157, 0.000, 91d23'18.22"W, 10d 0'0.00"N, 81d14'2.86"W, 10d 0'0.00"N, 90d 0'0.00"W, 0d 0'0.01"N, 80d 0'0.00"W, 0d 0'0.01"N
h09v09, -10007554.677, 0.000, -8895604.157, -1111950.520, 90d 0'0.00"W, 0d 0'0.01"N, 80d 0'0.00"W, 0d 0'0.01"N, 91d23'18.22"W, 10d 0'0.00"S, 81d14'2.86"W, 10d 0'0.00"S
h10v02, -8895604.157, 7783653.638, -7783653.638, 6671703.118, 126d 5'44.33"E, 70d 0'0.00"N, 155d20'1.29"E, 70d 0'0.00"N, 160d 0'0.00"W, 60d 0'0.00"N, 140d 0'0.00"W, 60d 0'0.00"N
h10v03, -8895604.157, 6671703.118, -7783653.638, 5559752.598, 160d 0'0.00"W, 60d 0'0.00"N, 140d 0'0.00"W, 60d 0'0.00"N, 124d27'28.46"W, 50d 0'0.00"N, 108d54'2.40"W, 50d 0'0.00"N
h10v04, -8895604.157, 5559752.598, -7783653.638, 4447802.079, 124d27'28.46"W, 50d 0'0.00"N, 108d54'2.40"W, 50d 0'0.00"N, 104d25'57.30"W, 40d 0'0.00"N, 91d22'42.64"W, 40d 0'0.00"N
h10v05, -8895604.157, 4447802.079, -7783653.638, 3335851.559, 104d25'57.30"W, 40d 0'0.00"N, 91d22'42.64"W, 40d 0'0.00"N, 92d22'33.76"W, 30d 0'0.00"N, 80d49'44.54"W, 30d 0'0.00"N
h10v06, -8895604.157, 3335851.559, -7783653.638, 2223901.039, 92d22'33.76"W, 30d 0'0.00"N, 80d49'44.54"W, 30d 0'0.00"N, 85d 8'3.20"W, 20d 0'0.00"N, 74d29'32.80"W, 20d 0'0.00"N
h10v07, -8895604.157, 2223901.039, -7783653.638, 1111950.520, 85d 8'3.20"W, 20d 0'0.00"N, 74d29'32.80"W, 20d 0'0.00"N, 81d14'2.86"W, 10d 0'0.00"N, 71d 4'47.51"W, 10d 0'0.00"N
h10v08, -8895604.157, 1111950.520, -7783653.638, 0.000, 81d14'2.86"W, 10d 0'0.00"N, 71d 4'47.51"W, 10d 0'0.00"N, 80d 0'0.00"W, 0d 0'0.01"N, 70d 0'0.00"W, 0d 0'0.01"N
h10v09, -8895604.157, 0.000, -7783653.638, -1111950.520, 80d 0'0.00"W, 0d 0'0.01"N, 70d 0'0.00"W, 0d 0'0.01"N, 81d14'2.86"W, 10d 0'0.00"S, 71d 4'47.51"W, 10d 0'0.00"S
h10v10, -8895604.157, -1111950.520, -7783653.638, -2223901.039, 81d14'2.86"W, 10d 0'0.00"S, 71d 4'47.51"W, 10d 0'0.00"S, 85d 8'3.20"W, 20d 0'0.00"S, 74d29'32.80"W, 20d 0'0.00"S
h10v11, -8895604.157, -2223901.039, -7783653.638, -3335851.559, 85d 8'3.20"W, 20d 0'0.00"S, 74d29'32.80"W, 20d 0'0.00"S, 92d22'33.76"W, 30d 0'0.00"S, 80d49'44.54"W, 30d 0'0.00"S
h11v01, -7783653.638, 8895604.157, -6671703.118, 7783653.638, 43d 6'50.16"W, 80d 0'0.00"N, 14d28'25.58"E, 80d 0'0.00"N, 155d20'1.29"E, 70d 0'0.00"N, 175d25'41.75"W, 70d 0'0.00"N
h11v02, -7783653.638, 7783653.638, -6671703.118, 6671703.118, 155d20'1.29"E, 70d 0'0.00"N, 175d25'41.75"W, 70d 0'0.00"N, 140d 0'0.00"W, 60d 0'0.00"N, 120d 0'0.00"W, 60d 0'0.00"N
h11v03, -7783653.638, 6671703.118, -6671703.118, 5559752.598, 140d 0'0.00"W, 60d 0'0.00"N, 120d 0'0.00"W, 60d 0'0.00"N, 108d54'2.40"W, 50d 0'0.00"N, 93d20'36.35"W, 50d 0'0.00"N
h11v04, -7783653.638, 5559752.598, -6671703.118, 4447802.079, 108d54'2.40"W, 50d 0'0.00"N, 93d20'36.35"W, 50d 0'0.00"N, 91d22'42.64"W, 40d 0'0.00"N, 78d19'27.97"W, 40d 0'0.00"N
h11v05, -7783653.638, 4447802.079, -6671703.118, 3335851.559, 91d22'42.64"W, 40d 0'0.00"N, 78d19'27.97"W, 40d 0'0.00"N, 80d49'44.54"W, 30d 0'0.00"N, 69d16'55.32"W, 30d 0'0.00"N
h11v06, -7783653.638, 3335851.559, -6671703.118, 2223901.039, 80d49'44.54"W, 30d 0'0.00"N, 69d16'55.32"W, 30d 0'0.00"N, 74d29'32.80"W, 20d 0'0.00"N, 63d51'2.40"W, 20d 0'0.00"N
h11v07, -7783653.638, 2223901.039, -6671703.118, 1111950.520, 74d29'32.80"W, 20d 0'0.00"N, 63d51'2.40"W, 20d 0'0.00"N, 71d 4'47.51"W, 10d 0'0.00"N, 60d55'32.15"W, 10d 0'0.00"N
h11v08, -7783653.638, 1111950.520, -6671703.118, 0.000, 71d 4'47.51"W, 10d 0'0.00"N, 60d55'32.15"W, 10d 0'0.00"N, 70d 0'0.00"W, 0d 0'0.01"N, 60d 0'0.00"W, 0d 0'0.01"N
h11v09, -7783653.638, 0.000, -6671703.118, -1111950.520, 70d 0'0.00"W, 0d 0'0.01"N, 60d 0'0.00"W, 0d 0'0.01"N, 71d 4'47.51"W, 10d 0'0.00"S, 60d55'32.15"W, 10d 0'0.00"S
h11v10, -7783653.638, -1111950.520, -6671703.118, -2223901.039, 71d 4'47.51"W, 10d 0'0.00"S, 60d55'32.15"W, 10d 0'0.00"S, 74d29'32.80"W, 20d 0'0.00"S, 63d51'2.40"W, 20d 0'0.00"S
h11v11, -7783653.638, -2223901.039, -6671703.118, -3335851.559, 74d29'32.80"W, 20d 0'0.00"S, 63d51'2.40"W, 20d 0'0.00"S, 80d49'44.54"W, 30d 0'0.00"S, 69d16'55.32"W, 30d 0'0.00"S
h11v12, -7783653.638, -3335851.559, -6671703.118, -4447802.079, 80d49'44.54"W, 30d 0'0.00"S, 69d16'55.32"W, 30d 0'0.00"S, 91d22'42.64"W, 40d 0'0.00"S, 78d19'27.97"W, 40d 0'0.00"S
h12v01, -6671703.118, 8895604.157, -5559752.598, 7783653.638, 14d28'25.58"E, 80d 0'0.00"N, 72d 3'41.31"E, 80d 0'0.00"N, 175d25'41.75"W, 70d 0'0.00"N, 146d11'24.79"W, 70d 0'0.00"N
h12v02, -6671703.118, 7783653.638, -5559752.598, 6671703.118, 175d25'41.75"W, 70d 0'0.00"N, 146d11'24.79"W, 70d 0'0.00"N, 120d 0'0.00"W, 60d 0'0.00"N, 100d 0'0.00"W, 60d 0'0.00"N
h12v03, -6671703.118, 6671703.118, -5559752.598, 5559752.598, 120d 0'0.00"W, 60d 0'0.00"N, 100d 0'0.00"W, 60d 0'0.00"N, 93d20'36.35"W, 50d 0'0.00"N, 77d47'10.29"W, 50d 0'0.00"N
h12v04, -6671703.118, 5559752.598, -5559752.598, 4447802.079, 93d20'36.35"W, 50d 0'0.00"N, 77d47'10.29"W, 50d 0'0.00"N, 78d19'27.97"W, 40d 0'0.00"N, 65d16'13.31"W, 40d 0'0.00"N
h12v05, -6671703.118, 4447802.079, -5559752.598, 3335851.559, 78d19'27.97"W, 40d 0'0.00"N, 65d16'13.31"W, 40d 0'0.00"N, 69d16'55.32"W, 30d 0'0.00"N, 57d44'6.10"W, 30d 0'0.00"N
h12v07, -6671703.118, 2223901.039, -5559752.598, 1111950.520, 63d51'2.40"W, 20d 0'0.00"N, 53d12'32.00"W, 20d 0'0.00"N, 60d55'32.15"W, 10d 0'0.00"N, 50d46'16.79"W, 10d 0'0.00"N
h12v08, -6671703.118, 1111950.520, -5559752.598, 0.000, 60d55'32.15"W, 10d 0'0.00"N, 50d46'16.79"W, 10d 0'0.00"N, 60d 0'0.00"W, 0d 0'0.01"N, 50d 0'0.00"W, 0d 0'0.01"N
h12v09, -6671703.118, 0.000, -5559752.598, -1111950.520, 60d 0'0.00"W, 0d 0'0.01"N, 50d 0'0.00"W, 0d 0'0.01"N, 60d55'32.15"W, 10d 0'0.00"S, 50d46'16.79"W, 10d 0'0.00"S
h12v10, -6671703.118, -1111950.520, -5559752.598, -2223901.039, 60d55'32.15"W, 10d 0'0.00"S, 50d46'16.79"W, 10d 0'0.00"S, 63d51'2.40"W, 20d 0'0.00"S, 53d12'32.00"W, 20d 0'0.00"S
h12v11, -6671703.118, -2223901.039, -5559752.598, -3335851.559, 63d51'2.40"W, 20d 0'0.00"S, 53d12'32.00"W, 20d 0'0.00"S, 69d16'55.32"W, 30d 0'0.00"S, 57d44'6.10"W, 30d 0'0.00"S
h12v12, -6671703.118, -3335851.559, -5559752.598, -4447802.079, 69d16'55.32"W, 30d 0'0.00"S, 57d44'6.10"W, 30d 0'0.00"S, 78d19'27.97"W, 40d 0'0.00"S, 65d16'13.31"W, 40d 0'0.00"S
h12v13, -6671703.118, -4447802.079, -5559752.598, -5559752.598, 78d19'27.97"W, 40d 0'0.00"S, 65d16'13.31"W, 40d 0'0.00"S, 93d20'36.35"W, 50d 0'0.00"S, 77d47'10.29"W, 50d 0'0.00"S
h13v01, -5559752.598, 8895604.157, -4447802.079, 7783653.638, 72d 3'41.31"E, 80d 0'0.00"N, 129d38'57.05"E, 80d 0'0.00"N, 146d11'24.79"W, 70d 0'0.00"N, 116d57'7.83"W, 70d 0'0.00"N
h13v02, -5559752.598, 7783653.638, -4447802.079, 6671703.118, 146d11'24.79"W, 70d 0'0.00"N, 116d57'7.83"W, 70d 0'0.00"N, 100d 0'0.00"W, 60d 0'0.00"N, 80d 0'0.00"W, 60d 0'0.00"N
h13v03, -5559752.598, 6671703.118, -4447802.079, 5559752.598, 100d 0'0.00"W, 60d 0'0.00"N, 80d 0'0.00"W, 60d 0'0.00"N, 77d47'10.29"W, 50d 0'0.00"N, 62d13'44.23"W, 50d 0'0.00"N
h13v04, -5559752.598, 5559752.598, -4447802.079, 4447802.079, 77d47'10.29"W, 50d 0'0.00"N, 62d13'44.23"W, 50d 0'0.00"N, 65d16'13.31"W, 40d 0'0.00"N, 52d12'58.65"W, 40d 0'0.00"N
h13v08, -5559752.598, 1111950.520, -4447802.079, 0.000, 50d46'16.79"W, 10d 0'0.00"N, 40d37'1.43"W, 10d 0'0.00"N, 50d 0'0.00"W, 0d 0'0.01"N, 40d 0'0.00"W, 0d 0'0.01"N
h13v09, -5559752.598, 0.000, -4447802.079, -1111950.520, 50d 0'0.00"W, 0d 0'0.01"N, 40d 0'0.00"W, 0d 0'0.01"N, 50d46'16.79"W, 10d 0'0.00"S, 40d37'1.43"W, 10d 0'0.00"S
h13v10, -5559752.598, -1111950.520, -4447802.079, -2223901.039, 50d46'16.79"W, 10d 0'0.00"S, 40d37'1.43"W, 10d 0'0.00"S, 53d12'32.00"W, 20d 0'0.00"S, 42d34'1.60"W, 20d 0'0.00"S
h13v11, -5559752.598, -2223901.039, -4447802.079, -3335851.559, 53d12'32.00"W, 20d 0'0.00"S, 42d34'1.60"W, 20d 0'0.00"S, 57d44'6.10"W, 30d 0'0.00"S, 46d11'16.88"W, 30d 0'0.00"S
h13v12, -5559752.598, -3335851.559, -4447802.079, -4447802.079, 57d44'6.10"W, 30d 0'0.00"S, 46d11'16.88"W, 30d 0'0.00"S, 65d16'13.31"W, 40d 0'0.00"S, 52d12'58.65"W, 40d 0'0.00"S
h13v13, -5559752.598, -4447802.079, -4447802.079, -5559752.598, 65d16'13.31"W, 40d 0'0.00"S, 52d12'58.65"W, 40d 0'0.00"S, 77d47'10.29"W, 50d 0'0.00"S, 62d13'44.23"W, 50d 0'0.00"S
h13v14, -5559752.598, -5559752.598, -4447802.079, -6671703.118, 77d47'10.29"W, 50d 0'0.00"S, 62d13'44.23"W, 50d 0'0.00"S, 100d 0'0.00"W, 60d 0'0.00"S, 80d 0'0.00"W, 60d 0'0.00"S
h14v01, -4447802.079, 8895604.157, -3335851.559, 7783653.638, 129d38'57.05"E, 80d 0'0.00"N, 172d45'47.21"W, 80d 0'0.00"N, 116d57'7.83"W, 70d 0'0.00"N, 87d42'50.88"W, 70d 0'0.00"N
h14v02, -4447802.079, 7783653.638, -3335851.559, 6671703.118, 116d57'7.83"W, 70d 0'0.00"N, 87d42'50.88"W, 70d 0'0.00"N, 80d 0'0.00"W, 60d 0'0.00"N, 60d 0'0.00"W, 60d 0'0.00"N
h14v03, -4447802.079, 6671703.118, -3335851.559, 5559752.598, 80d 0'0.00"W, 60d 0'0.00"N, 60d 0'0.00"W, 60d 0'0.00"N, 62d13'44.23"W, 50d 0'0.00"N, 46d40'18.17"W, 50d 0'0.00"N
h14v04, -4447802.079, 5559752.598, -3335851.559, 4447802.079, 62d13'44.23"W, 50d 0'0.00"N, 46d40'18.17"W, 50d 0'0.00"N, 52d12'58.65"W, 40d 0'0.00"N, 39d 9'43.99"W, 40d 0'0.00"N
h14v09, -4447802.079, 0.000, -3335851.559, -1111950.520, 40d 0'0.00"W, 0d 0'0.01"N, 30d 0'0.00"W, 0d 0'0.01"N, 40d37'1.43"W, 10d 0'0.00"S, 30d27'46.07"W, 10d 0'0.00"S
h14v10, -4447802.079, -1111950.520, -3335851.559, -2223901.039, 40d37'1.43"W, 10d 0'0.00"S, 30d27'46.07"W, 10d 0'0.00"S, 42d34'1.60"W, 20d 0'0.00"S, 31d55'31.20"W, 20d 0'0.00"S
h14v11, -4447802.079, -2223901.039, -3335851.559, -3335851.559, 42d34'1.60"W, 20d 0'0.00"S, 31d55'31.20"W, 20d 0'0.00"S, 46d11'16.88"W, 30d 0'0.00"S, 34d38'27.66"W, 30d 0'0.00"S
h14v14, -4447802.079, -5559752.598, -3335851.559, -6671703.118, 62d13'44.23"W, 50d 0'0.00"S, 46d40'18.17"W, 50d 0'0.00"S, 80d 0'0.00"W, 60d 0'0.00"S, 60d 0'0.00"W, 60d 0'0.00"S
h14v15, -4447802.079, -6671703.118, -3335851.559, -7783653.638, 80d 0'0.00"W, 60d 0'0.00"S, 60d 0'0.00"W, 60d 0'0.00"S, 116d57'7.83"W, 70d 0'0.00"S, 87d42'50.88"W, 70d 0'0.00"S
h14v16, -4447802.079, -7783653.638, -3335851.559, -8895604.157, 116d57'7.83"W, 70d 0'0.00"S, 87d42'50.88"W, 70d 0'0.00"S, 129d38'57.05"E, 80d 0'0.00"S, 172d45'47.21"W, 80d 0'0.00"S
h14v17, -4447802.079, -8895604.157, -3335851.559, -10007554.677, 129d38'57.05"E, 80d 0'0.00"S, 172d45'47.21"W, 80d 0'0.00"S, 172d21'30.32"E, 90d 0'0.00"S, 140d42'54.86"W, 90d 0'0.00"S
h15v01, -3335851.559, 8895604.157, -2223901.039, 7783653.638, 172d45'47.21"W, 80d 0'0.00"N, 115d10'31.47"W, 80d 0'0.00"N, 87d42'50.88"W, 70d 0'0.00"N, 58d28'33.92"W, 70d 0'0.00"N
h15v02, -3335851.559, 7783653.638, -2223901.039, 6671703.118, 87d42'50.88"W, 70d 0'0.00"N, 58d28'33.92"W, 70d 0'0.00"N, 60d 0'0.00"W, 60d 0'0.00"N, 40d 0'0.00"W, 60d 0'0.00"N
h15v03, -3335851.559, 6671703.118, -2223901.039, 5559752.598, 60d 0'0.00"W, 60d 0'0.00"N, 40d 0'0.00"W, 60d 0'0.00"N, 46d40'18.17"W, 50d 0'0.00"N, 31d 6'52.12"W, 50d 0'0.00"N
h15v05, -3335851.559, 4447802.079, -2223901.039, 3335851.559, 39d 9'43.99"W, 40d 0'0.00"N, 26d 6'29.32"W, 40d 0'0.00"N, 34d38'27.66"W, 30d 0'0.00"N, 23d 5'38.44"W, 30d 0'0.00"N
h15v07, -3335851.559, 2223901.039, -2223901.039, 1111950.520, 31d55'31.20"W, 20d 0'0.00"N, 21d17'0.80"W, 20d 0'0.00"N, 30d27'46.07"W, 10d 0'0.00"N, 20d18'30.72"W, 10d 0'0.00"N
